AccidentType,Date,Time,Reason
perturbation,2018/9/24,6:27:42,Technique reason
perturbation,2018/9/24,5:30:07,Technique reason
perturbation,2018/9/22,10:36:41,Passenger reason
perturbation,2018/9/19,9:17:22,Passenger reason
perturbation,2018/9/19,8:53:01,Passenger reason
perturbation,2018/9/18,19:01:55,Passenger reason
perturbation,2018/9/18,18:35:14,Passenger reason
perturbation,2018/9/17,8:56:45,Techique reason
perturbation,2018/9/14,8:45:59,Passenger reason
perturbation,2018/9/14,7:44:16,Passenger reason
perturbation,2018/9/10,16:14:36,Passenger reason
perturbation,2018/9/10,15:37:40,Passenger reason
perturbation,2018/9/9,5:36:31,Techique reason
perturbation,2018/9/7,0:34:34,Techique reason
perturbation,2018/9/4,18:06:20,Passenger reason
perturbation,2018/9/4,18:03:47,Passenger reason
perturbation,2018/9/4,17:24:41,Passenger reason
perturbation,2018/9/3,11:27:26,Passenger reason
perturbation,2018/9/3,7:48:15,Passenger reason
perturbation,2018/8/31,19:34:34,Passenger reason
perturbation,2018/8/30,7:58:53,Techique reason
perturbation,2018/8/27,20:09:36,Passenger reason
perturbation,2018/8/27,8:38:00,Techique reason
perturbation,2018/8/25,5:55:41,Technique reason
perturbation,2018/8/24,20:20:02,Techique reason
perturbation,2018/8/24,19:33:42,Techique reason
perturbation,2018/8/23,15:55:31,Passenger reason
perturbation,2018/8/20,8:49:21,Passenger reason
perturbation,2018/8/18,12:19:04,Passenger reason
perturbation,2018/8/18,11:58:37,Passenger reason
perturbation,2018/8/17,14:44:42,Passenger reason
perturbation,2018/8/17,14:42:56,Passenger reason
perturbation,2018/8/17,12:32:19,Technique reason
perturbation,2018/8/17,10:48:25,Technique reason
perturbation,2018/8/16,13:50:49,Technique reason
perturbation,2018/8/16,11:49:23,Technique reason
perturbation,2018/8/7,18:30:23,Passenger reason
perturbation,2018/8/7,14:56:06,Techique reason
perturbation,2018/8/6,18:00:20,Techique reason
perturbation,2018/8/3,14:28:07,Passenger reason
perturbation,2018/8/2,9:36:57,Passenger reason
perturbation,2018/7/27,20:56:51,there is no reason
perturbation,2018/7/25,9:03:07,Passenger reason
perturbation,2018/7/24,16:47:48,Passenger reason
perturbation,2018/7/24,10:38:14,Techique reason
perturbation,2018/7/23,19:58:50,Passenger reason
perturbation,2018/7/23,19:53:45,Passenger reason
perturbation,2018/7/23,15:09:26,Weather reason
perturbation,2018/7/20,16:53:59,there is no reason
perturbation,2018/7/20,16:38:28,Technique reason
perturbation,2018/7/19,15:27:09,Technique reason
perturbation,2018/7/19,5:32:25,Operation problem
perturbation,2018/7/17,18:26:47,Techique reason
perturbation,2018/7/14,16:09:56,Techique reason
perturbation,2018/7/13,17:45:07,Techique reason
perturbation,2018/7/13,9:03:14,Passenger reason
perturbation,2018/7/11,7:49:42,Passenger reason
perturbation,2018/7/10,6:10:46,there is no reason
perturbation,2018/7/9,9:19:46,Passenger reason
perturbation,2018/7/8,10:21:37,Techique reason
perturbation,2018/7/7,17:50:18,Techique reason
perturbation,2018/7/7,10:14:40,Technique reason
perturbation,2018/7/5,7:12:43,Techique reason
perturbation,2018/7/3,6:54:16,Techique reason
perturbation,2018/7/3,5:34:04,Technique reason
perturbation,2018/7/1,15:26:32,there is no reason
perturbation,2018/7/1,11:31:26,Passenger reason
perturbation,2018/6/29,16:50:46,Techique reason
perturbation,2018/6/29,15:07:35,Passenger reason
perturbation,2018/6/28,18:42:20,Passenger reason
perturbation,2018/6/28,17:58:52,Passenger reason
perturbation,2018/6/28,5:36:07,Social movement
perturbation,2018/6/27,5:38:03,Social movement
perturbation,2018/6/26,16:19:37,Techique reason
perturbation,2018/6/26,7:27:43,Passenger reason
perturbation,2018/6/25,18:12:54,Passenger reason
perturbation,2018/6/23,17:24:13,Technique reason
perturbation,2018/6/23,6:45:13,Social movement
perturbation,2018/6/22,18:42:00,there is no reason
perturbation,2018/6/22,5:42:56,Social movement
perturbation,2018/6/21,16:31:50,Techique reason
perturbation,2018/6/21,9:46:05,there is no reason
perturbation,2018/6/20,18:56:32,Security reason
perturbation,2018/6/18,5:35:05,Social movement
perturbation,2018/6/17,6:04:58,Social movement
perturbation,2018/6/15,17:58:24,Techique reason
perturbation,2018/6/14,18:31:21,Passenger reason
perturbation,2018/6/14,12:18:28,there is no reason
perturbation,2018/6/13,19:30:05,Passenger reason
perturbation,2018/6/13,18:09:39,Technique reason
perturbation,2018/6/13,9:11:59,there is no reason
perturbation,2018/6/13,8:31:32,Passenger reason
perturbation,2018/6/13,5:41:11,Social movement
perturbation,2018/6/12,6:07:01,Social movement
perturbation,2018/6/8,16:00:30,Technique reason
perturbation,2018/6/8,15:54:37,Technique reason
perturbation,2018/6/8,15:31:32,Passenger reason
perturbation,2018/6/8,12:19:19,there is no reason
perturbation,2018/6/8,11:54:21,there is no reason
perturbation,2018/6/8,5:47:29,Social movement
perturbation,2018/6/7,20:49:13,Operation problem
perturbation,2018/6/7,18:05:58,Techique reason
perturbation,2018/6/7,16:13:15,Passenger reason
perturbation,2018/6/7,5:55:01,Social movement
perturbation,2018/6/6,18:29:17,Security reason
perturbation,2018/6/5,20:02:12,Techique reason
perturbation,2018/6/5,15:27:38,Techique reason
perturbation,2018/6/3,5:35:52,Social movement
perturbation,2018/6/2,11:07:36,Passenger reason
perturbation,2018/6/2,10:12:49,Passenger reason
perturbation,2018/6/2,6:47:59,Passenger reason
perturbation,2018/6/2,5:41:52,Social movement
perturbation,2018/6/1,12:18:30,there is no reason
perturbation,2018/5/31,19:59:47,Techique reason
perturbation,2018/5/31,12:10:09,Techique reason
perturbation,2018/5/30,20:28:15,Passenger reason
perturbation,2018/5/30,13:09:15,there is no reason
perturbation,2018/5/30,12:34:10,Passenger reason
perturbation,2018/5/29,5:51:58,Social movement
perturbation,2018/5/28,11:29:19,Passenger reason
perturbation,2018/5/28,8:13:39,Passenger reason
perturbation,2018/5/28,8:02:27,Passenger reason
perturbation,2018/5/28,5:39:54,Social movement
perturbation,2018/5/27,14:38:44,Technique reason
perturbation,2018/5/26,19:04:37,there is no reason
perturbation,2018/5/25,15:11:33,Passenger reason
perturbation,2018/5/25,12:40:26,Passenger reason
perturbation,2018/5/25,6:39:20,Techique reason
perturbation,2018/5/24,5:46:01,Social movement
perturbation,2018/5/23,7:59:37,Passenger reason
perturbation,2018/5/23,7:15:39,Passenger reason
perturbation,2018/5/23,5:49:02,Social movement
perturbation,2018/5/22,18:56:52,Passenger reason
perturbation,2018/5/22,6:55:14,Techique reason
perturbation,2018/5/19,5:32:00,Social movement
perturbation,2018/5/18,5:33:19,Social movement
perturbation,2018/5/17,5:40:08,Track construction
perturbation,2018/5/16,16:52:18,Techique reason
perturbation,2018/5/15,19:37:46,Passenger reason
perturbation,2018/5/14,5:31:58,Social movement
perturbation,2018/5/13,6:41:06,Social movement
perturbation,2018/5/12,14:07:48,there is no reason
perturbation,2018/5/10,11:36:16,there is no reason
perturbation,2018/5/10,5:33:57,Track construction
perturbation,2018/5/10,5:33:32,Track construction
perturbation,2018/5/9,5:39:02,Social movement
perturbation,2018/5/8,5:52:07,Social movement
perturbation,2018/5/8,5:32:04,Track construction
perturbation,2018/5/7,19:42:00,Techique reason
perturbation,2018/5/5,18:44:17,Technique reason
perturbation,2018/5/4,5:51:06,Social movement
perturbation,2018/5/3,5:32:55,Social movement
perturbation,2018/5/3,5:33:13,Social movement
perturbation,2018/5/2,16:29:02,Technique reason
perturbation,2018/5/1,20:58:00,Passenger reason
perturbation,2018/4/29,6:24:06,Social movement
perturbation,2018/4/29,5:52:58,Social movement
perturbation,2018/4/28,6:43:19,Social movement
perturbation,2018/4/27,20:26:01,Techique reason
perturbation,2018/4/25,6:07:37,Technique reason
perturbation,2018/4/24,5:50:59,Social movement
perturbation,2018/4/23,6:05:52,Social movement
perturbation,2018/4/23,6:02:21,Social movement
perturbation,2018/4/19,18:13:59,Passenger reason
perturbation,2018/4/19,15:13:59,Social movement
perturbation,2018/4/18,9:00:08,Social movement
perturbation,2018/4/18,6:00:27,Social movement
perturbation,2018/4/14,6:25:25,Social movement
perturbation,2018/4/13,6:47:50,Social movement
perturbation,2018/4/13,6:46:46,Social movement
perturbation,2018/4/12,16:52:54,Techique reason
perturbation,2018/4/10,18:27:12,Technique reason
perturbation,2018/4/10,7:19:17,Techique reason
perturbation,2018/4/10,5:32:42,Track construction
perturbation,2018/4/9,5:32:43,Social movement
perturbation,2018/4/8,5:46:47,Social movement
perturbation,2018/4/7,20:25:23,Passenger reason
perturbation,2018/4/7,10:46:21,Passenger reason
perturbation,2018/4/6,16:08:04,Technique reason
perturbation,2018/4/6,14:18:11,Passenger reason
perturbation,2018/4/6,8:00:27,Technique reason
perturbation,2018/4/4,5:33:03,Social movement
perturbation,2018/4/3,5:33:38,Social movement
perturbation,2018/4/2,11:00:03,Technique reason
perturbation,2018/4/1,5:31:33,Technique reason
perturbation,2018/3/31,10:25:22,Technique reason
perturbation,2018/3/29,16:19:45,Technique reason
perturbation,2018/3/28,9:05:29,Passenger reason
perturbation,2018/3/28,8:58:43,Passenger reason
perturbation,2018/3/27,16:54:11,Passenger reason
perturbation,2018/3/25,11:09:06,there is no reason
perturbation,2018/3/23,18:23:16,Passenger reason
perturbation,2018/3/22,17:59:55,Passenger reason
perturbation,2018/3/22,5:46:31,Social movement
perturbation,2018/3/21,18:22:58,Passenger reason
perturbation,2018/3/21,14:05:31,Passenger reason
perturbation,2018/3/21,13:09:38,Passenger reason
perturbation,2018/3/19,7:00:50,Technique reason
perturbation,2018/3/17,5:41:26,Track construction
perturbation,2018/3/16,9:32:12,Passenger reason
perturbation,2018/3/15,9:16:54,Passenger reason
perturbation,2018/3/15,5:32:01,Track construction
perturbation,2018/3/14,8:37:48,Passenger reason
perturbation,2018/3/13,19:11:33,Passenger reason
perturbation,2018/3/12,18:28:18,Techique reason
perturbation,2018/3/11,9:13:42,Technique reason
perturbation,2018/3/10,8:37:06,Technique reason
perturbation,2018/3/10,7:23:32,Technique reason
perturbation,2018/3/9,16:40:45,Technique reason
perturbation,2018/3/9,13:32:56,Techique reason
perturbation,2018/3/8,6:40:45,Techique reason
perturbation,2018/3/7,5:32:00,Operation problem
perturbation,2018/3/6,19:43:28,Technique reason
perturbation,2018/3/6,11:59:54,Technique reason
perturbation,2018/3/3,12:55:12,Passenger reason
perturbation,2018/3/2,20:58:19,Passenger reason
perturbation,2018/3/2,20:17:30,Passenger reason
perturbation,2018/3/1,12:58:42,Techique reason
perturbation,2018/3/1,8:14:07,Techique reason
perturbation,2018/3/1,5:44:38,Weather reason
perturbation,2018/2/28,18:31:02,Technique reason
perturbation,2018/2/28,16:10:54,Technique reason
perturbation,2018/2/28,9:30:38,Technique reason
perturbation,2018/2/27,14:57:42,there is no reason
perturbation,2018/2/26,18:26:04,Techique reason
perturbation,2018/2/24,19:13:25,Techique reason
perturbation,2018/2/24,10:34:16,Techique reason
perturbation,2018/2/23,18:45:20,there is no reason
perturbation,2018/2/23,8:59:13,there is no reason
perturbation,2018/2/22,18:41:10,there is no reason
perturbation,2018/2/22,13:00:42,there is no reason
perturbation,2018/2/22,12:22:50,Passenger reason
perturbation,2018/2/21,5:31:52,Passenger reason
perturbation,2018/2/20,19:40:37,Passenger reason
perturbation,2018/2/19,9:56:32,there is no reason
perturbation,2018/2/19,7:01:54,Technique reason
perturbation,2018/2/18,8:11:45,Passenger reason
perturbation,2018/2/17,20:08:14,Techique reason
perturbation,2018/2/17,5:45:20,Passenger reason
perturbation,2018/2/14,9:55:27,Passenger reason
perturbation,2018/2/14,9:11:25,Passenger reason
perturbation,2018/2/13,10:05:42,Passenger reason
perturbation,2018/2/13,10:04:30,Passenger reason
perturbation,2018/2/13,9:40:41,Passenger reason
perturbation,2018/2/13,6:27:39,there is no reason
perturbation,2018/2/12,16:43:20,Passenger reason
perturbation,2018/2/12,12:37:49,Techique reason
perturbation,2018/2/12,8:40:06,Techique reason
perturbation,2018/2/12,7:48:52,Techique reason
perturbation,2018/2/9,14:58:46,Technique reason
perturbation,2018/2/9,5:42:42,Track construction
perturbation,2018/2/8,9:51:43,Technique reason
perturbation,2018/2/7,11:32:17,Weather reason
perturbation,2018/2/7,6:50:30,Technique reason
perturbation,2018/2/7,5:36:41,Weather reason
perturbation,2018/2/6,16:46:52,Passenger reason
perturbation,2018/2/6,9:51:30,Passenger reason
perturbation,2018/2/6,8:18:36,Operation problem
perturbation,2018/2/6,5:52:34,Track construction
perturbation,2018/2/5,15:43:55,Passenger reason
perturbation,2018/2/4,9:00:35,there is no reason
perturbation,2018/2/2,19:24:44,Techique reason
perturbation,2018/2/2,17:04:28,Passenger reason
perturbation,2018/2/2,15:26:10,Passenger reason
perturbation,2018/2/2,11:39:43,Technique reason
perturbation,2018/2/1,13:40:52,Security reason
perturbation,2018/2/1,13:20:04,Security reason
perturbation,2018/1/28,12:31:02,Passenger reason
perturbation,2018/1/26,20:23:12,there is no reason
perturbation,2018/1/24,18:47:58,Techique reason
perturbation,2018/1/22,17:01:21,Techique reason
perturbation,2018/1/22,11:36:07,Techique reason
perturbation,2018/1/22,6:16:35,Technique reason
perturbation,2018/1/21,19:18:42,Passenger reason
perturbation,2018/1/20,8:52:40,Passenger reason
perturbation,2018/1/18,15:43:35,Techique reason
perturbation,2018/1/18,14:48:13,Passenger reason
perturbation,2018/1/18,8:34:05,Passenger reason
perturbation,2018/1/16,17:33:49,Techique reason
perturbation,2018/1/15,6:25:39,Techique reason
perturbation,2018/1/14,19:17:41,Technique reason
perturbation,2018/1/14,18:50:56,Passenger reason
perturbation,2018/1/12,6:17:52,Track construction
perturbation,2018/1/8,13:43:05,Passenger reason
perturbation,2018/1/5,9:27:21,Techique reason
perturbation,2018/1/4,17:29:37,Techique reason
perturbation,2018/1/3,15:27:14,there is no reason
perturbation,2018/1/3,12:56:58,Track construction
perturbation,2018/1/3,8:26:42,Techique reason
perturbation,2018/1/2,17:55:35,Security reason
perturbation,2018/1/2,8:05:00,Technique reason
perturbation,2018/1/1,6:39:54,Techique reason
perturbation,2017/12/29,14:01:04,Security reason
perturbation,2017/12/28,17:28:20,there is no reason
perturbation,2017/12/27,17:15:53,there is no reason
perturbation,2017/12/27,16:25:00,there is no reason
perturbation,2017/12/25,19:38:40,Technique reason
perturbation,2017/12/22,14:23:17,Passenger reason
perturbation,2017/12/21,15:28:03,Passenger reason
perturbation,2017/12/20,17:14:49,Passenger reason
perturbation,2017/12/20,14:31:19,Passenger reason
perturbation,2017/12/18,10:55:13,Passenger reason
perturbation,2017/12/16,16:33:39,Passenger reason
perturbation,2017/12/16,15:26:39,Passenger reason
perturbation,2017/12/16,6:59:09,Technique reason
perturbation,2017/12/16,6:48:15,Technique reason
perturbation,2017/12/14,17:23:07,there is no reason
perturbation,2017/12/14,16:50:20,Technique reason
perturbation,2017/12/14,5:32:22,Techique reason
perturbation,2017/12/13,18:42:16,Operation problem
perturbation,2017/12/12,9:48:34,Social movement
perturbation,2017/12/12,5:33:06,Social movement
perturbation,2017/12/11,19:05:34,Passenger reason
perturbation,2017/12/10,16:46:27,Passenger reason
perturbation,2017/12/9,15:00:31,Passenger reason
perturbation,2017/12/8,15:47:23,Technique reason
perturbation,2017/12/8,9:27:13,Techique reason
perturbation,2017/12/8,7:06:38,Techique reason
perturbation,2017/12/6,6:45:58,Operation problem
perturbation,2017/12/5,19:50:56,Techique reason
perturbation,2017/12/5,10:10:16,Techique reason
perturbation,2017/12/5,8:43:36,Techique reason
perturbation,2017/12/4,18:57:29,Techique reason
perturbation,2017/12/4,9:41:13,Passenger reason
perturbation,2017/12/3,13:24:22,Passenger reason
perturbation,2017/12/3,6:28:58,Techique reason
perturbation,2017/12/1,18:28:33,Passenger reason
perturbation,2017/11/30,19:28:59,Techique reason
perturbation,2017/11/30,10:17:38,Security reason
perturbation,2017/11/29,17:34:43,Passenger reason
perturbation,2017/11/28,19:19:19,Passenger reason
perturbation,2017/11/27,17:46:22,Security reason
perturbation,2017/11/27,14:44:06,there is no reason
perturbation,2017/11/25,12:23:26,Passenger reason
perturbation,2017/11/24,7:00:56,Techique reason
perturbation,2017/11/23,17:36:51,Weather reason
perturbation,2017/11/23,9:17:17,there is no reason
perturbation,2017/11/23,8:48:51,Techique reason
perturbation,2017/11/22,9:32:15,Technique reason
perturbation,2017/11/21,18:45:38,Techique reason
perturbation,2017/11/20,10:40:34,Techique reason
perturbation,2017/11/16,18:34:07,Technique reason
perturbation,2017/11/16,9:30:14,Passenger reason
perturbation,2017/11/15,19:34:45,Passenger reason
perturbation,2017/11/14,14:04:50,there is no reason
perturbation,2017/11/14,6:09:42,Technique reason
perturbation,2017/11/11,18:56:09,Passenger reason
perturbation,2017/11/11,18:47:04,there is no reason
perturbation,2017/11/10,18:02:45,Technique reason
perturbation,2017/11/9,19:04:07,Technique reason
perturbation,2017/11/9,13:18:55,Passenger reason
perturbation,2017/11/9,12:53:09,Passenger reason
perturbation,2017/11/9,7:49:29,Passenger reason
perturbation,2017/11/8,8:56:49,Passenger reason
perturbation,2017/11/7,14:49:08,Technique reason
perturbation,2017/11/5,20:20:18,Passenger reason
perturbation,2017/11/4,10:44:35,Passenger reason
perturbation,2017/10/31,18:28:29,Techique reason
perturbation,2017/10/31,15:35:19,Passenger reason
perturbation,2017/10/31,7:41:29,Passenger reason
perturbation,2017/10/30,19:53:46,Passenger reason
perturbation,2017/10/30,15:51:46,Techique reason
perturbation,2017/10/27,18:26:02,Passenger reason
perturbation,2017/10/26,11:49:16,Techique reason
perturbation,2017/10/26,8:13:54,Techique reason
perturbation,2017/10/25,14:39:11,Passenger reason
perturbation,2017/10/25,14:26:58,Technique reason
perturbation,2017/10/25,11:12:09,Technique reason
perturbation,2017/10/24,20:28:07,Technique reason
perturbation,2017/10/24,19:51:52,there is no reason
perturbation,2017/10/24,11:32:16,Passenger reason
perturbation,2017/10/24,9:35:06,Technique reason
perturbation,2017/10/23,13:28:59,Passenger reason
perturbation,2017/10/20,17:43:00,Techique reason
perturbation,2017/10/20,17:33:22,Techique reason
perturbation,2017/10/19,12:23:02,Passenger reason
perturbation,2017/10/18,18:26:59,Passenger reason
perturbation,2017/10/18,12:12:18,Techique reason
perturbation,2017/10/18,12:00:23,Techique reason
perturbation,2017/10/17,18:29:31,Passenger reason
perturbation,2017/10/16,9:34:04,Passenger reason
perturbation,2017/10/15,17:56:15,Security reason
perturbation,2017/10/14,20:13:45,Passenger reason
perturbation,2017/10/13,16:49:23,Technique reason
perturbation,2017/10/13,7:00:32,Technique reason
perturbation,2017/10/12,18:35:14,there is no reason
perturbation,2017/10/12,17:07:15,Passenger reason
perturbation,2017/10/12,16:21:12,Techique reason
perturbation,2017/10/12,8:14:54,Passenger reason
perturbation,2017/10/11,17:54:53,Technique reason
perturbation,2017/10/10,8:17:45,Social movement
perturbation,2017/10/10,5:56:23,Social movement
perturbation,2017/10/9,13:47:31,Technique reason
perturbation,2017/10/6,19:21:43,Security reason
perturbation,2017/10/6,11:47:22,Technique reason
perturbation,2017/10/5,9:35:06,Technique reason
perturbation,2017/10/4,1:09:30,there is no reason
perturbation,2017/10/4,10:09:11,Passenger reason
perturbation,2017/10/3,20:01:50,there is no reason
perturbation,2017/10/3,5:49:04,Techique reason
perturbation,2017/10/2,8:46:40,Passenger reason
perturbation,2017/9/29,20:44:42,Security reason
perturbation,2017/9/29,19:31:01,Passenger reason
perturbation,2017/9/26,9:07:12,Passenger reason
perturbation,2017/9/26,7:33:01,Technique reason
perturbation,2017/9/25,7:29:38,there is no reason
perturbation,2017/9/23,10:30:29,Passenger reason
perturbation,2017/9/22,14:55:07,Passenger reason
perturbation,2017/9/21,12:39:53,Passenger reason
perturbation,2017/9/21,12:35:08,Passenger reason
perturbation,2017/9/21,8:16:59,Passenger reason
perturbation,2017/9/20,18:33:42,Passenger reason
perturbation,2017/9/20,14:42:06,Technique reason
perturbation,2017/9/19,20:58:53,Passenger reason
perturbation,2017/9/19,17:06:50,Techique reason
perturbation,2017/9/19,11:11:04,there is no reason
perturbation,2017/9/19,10:51:07,there is no reason
perturbation,2017/9/19,5:50:57,Track construction
perturbation,2017/9/18,17:02:15,Passenger reason
perturbation,2017/9/18,9:19:15,Technique reason
perturbation,2017/9/18,9:09:46,Technique reason
perturbation,2017/9/17,19:33:21,Security reason
perturbation,2017/9/16,18:58:49,Technique reason
perturbation,2017/9/15,18:37:17,Security reason
perturbation,2017/9/15,18:08:53,Security reason
perturbation,2017/9/14,17:42:54,Technique reason
perturbation,2017/9/14,16:46:21,Technique reason
perturbation,2017/9/14,15:14:13,Technique reason
perturbation,2017/9/14,9:04:27,Technique reason
perturbation,2017/9/13,18:31:28,Security reason
perturbation,2017/9/12,9:17:35,Social movement
perturbation,2017/9/8,10:36:55,Security reason
perturbation,2017/9/7,15:33:06,there is no reason
perturbation,2017/9/6,19:03:23,Passenger reason
perturbation,2017/9/5,6:14:08,Technique reason
perturbation,2017/9/4,16:49:43,Techique reason
perturbation,2017/9/2,14:36:56,Passenger reason
perturbation,2017/9/2,8:14:49,there is no reason
perturbation,2017/9/2,7:27:17,Security reason
perturbation,2017/9/1,6:20:03,Security reason
perturbation,2017/8/31,17:47:13,Technique reason
perturbation,2017/8/30,8:32:54,Technique reason
perturbation,2017/8/29,16:22:25,there is no reason
perturbation,2017/8/29,15:42:49,Passenger reason
perturbation,2017/8/25,16:07:41,Passenger reason
perturbation,2017/8/19,18:30:47,Security reason
perturbation,2017/8/18,13:28:27,Security reason
perturbation,2017/8/14,5:40:20,Track construction
perturbation,2017/8/11,10:50:38,Technique reason
perturbation,2017/7/28,18:42:45,there is no reason
perturbation,2017/7/28,14:51:44,Techique reason
perturbation,2017/7/28,12:05:03,Techique reason
perturbation,2017/7/28,9:21:39,Technique reason
perturbation,2017/7/25,20:07:35,Passenger reason
perturbation,2017/7/25,14:35:35,there is no reason
perturbation,2017/7/22,19:59:03,Passenger reason
perturbation,2017/7/21,10:52:45,Technique reason
perturbation,2017/7/20,18:48:17,Passenger reason
perturbation,2017/7/18,19:41:10,Technique reason
perturbation,2017/7/18,17:49:10,Passenger reason
perturbation,2017/7/17,12:59:35,Security reason
perturbation,2017/7/17,9:22:28,Passenger reason
perturbation,2017/7/13,14:47:32,Passenger reason
perturbation,2017/7/13,11:31:46,Technique reason
perturbation,2017/7/12,7:08:06,Techique reason
perturbation,2017/7/11,10:06:43,there is no reason
perturbation,2017/7/11,7:20:14,there is no reason
perturbation,2017/7/6,19:43:12,Technique reason
perturbation,2017/7/6,13:42:04,Security reason
perturbation,2017/7/6,12:21:01,Technique reason
perturbation,2017/7/4,21:01:23,Technique reason
perturbation,2017/7/4,14:00:36,Security reason
perturbation,2017/7/2,14:03:57,Security reason
perturbation,2017/7/2,13:23:55,Security reason
perturbation,2017/6/29,10:25:53,Security reason
perturbation,2017/6/29,10:15:50,Security reason
perturbation,2017/6/27,6:42:25,Technique reason
perturbation,2017/6/26,13:11:33,Technique reason
perturbation,2017/6/22,20:30:31,Techique reason
perturbation,2017/6/20,14:28:39,Technique reason
perturbation,2017/6/20,14:14:40,Technique reason
perturbation,2017/6/16,18:54:21,Security reason
perturbation,2017/6/13,8:39:42,Techique reason
perturbation,2017/6/11,5:51:17,there is no reason
perturbation,2017/6/6,17:17:41,Security reason
perturbation,2017/6/5,20:04:25,Passenger reason
perturbation,2017/5/31,15:13:31,Passenger reason
perturbation,2017/5/31,11:16:43,Passenger reason
perturbation,2017/5/30,10:03:41,Passenger reason
perturbation,2017/5/28,17:04:16,Techique reason
perturbation,2017/5/25,11:32:33,Passenger reason
perturbation,2017/5/25,11:02:49,there is no reason
perturbation,2017/5/24,8:11:06,Technique reason
perturbation,2017/5/23,14:46:34,Technique reason
perturbation,2017/5/22,19:25:29,Techique reason
perturbation,2017/5/22,10:39:44,Passenger reason
perturbation,2017/5/18,14:51:37,Passenger reason
perturbation,2017/5/16,17:52:08,Passenger reason
perturbation,2017/5/16,9:02:05,Techique reason
perturbation,2017/5/16,8:42:34,Techique reason
perturbation,2017/5/15,10:48:40,Security reason
perturbation,2017/5/15,8:45:08,Technique reason
perturbation,2017/5/12,11:21:39,Security reason
perturbation,2017/5/12,8:10:35,Passenger reason
perturbation,2017/5/11,15:42:04,Techique reason
perturbation,2017/5/11,7:24:12,Passenger reason
perturbation,2017/5/10,18:22:01,Passenger reason
perturbation,2017/5/9,19:16:34,Security reason
perturbation,2017/5/9,3:28:31,there is no reason
perturbation,2017/5/9,12:28:27,Security reason
perturbation,2017/5/6,18:29:32,Technique reason
perturbation,2017/5/5,2:22:07,there is no reason
perturbation,2017/5/5,11:21:58,Technique reason
perturbation,2017/5/4,15:42:48,Technique reason
perturbation,2017/5/3,16:31:58,Passenger reason
perturbation,2017/5/2,7:19:57,Passenger reason
perturbation,2017/4/30,14:16:29,Security reason
perturbation,2017/4/28,20:25:56,Passenger reason
perturbation,2017/4/27,13:07:22,Security reason
perturbation,2017/4/27,8:44:01,Security reason
perturbation,2017/4/25,18:49:52,Passenger reason
perturbation,2017/4/25,8:55:33,Technique reason
perturbation,2017/4/21,11:10:02,Operation problem
perturbation,2017/4/21,7:45:32,Operation problem
perturbation,2017/4/20,18:50:25,Track construction
perturbation,2017/4/20,18:49:27,Technique reason
perturbation,2017/4/20,16:46:14,Technique reason
perturbation,2017/4/19,9:44:22,Passenger reason
perturbation,2017/4/18,14:42:17,Passenger reason
perturbation,2017/4/12,20:17:03,Technique reason
perturbation,2017/4/11,7:04:17,Technique reason
perturbation,2017/4/10,14:19:20,Security reason
perturbation,2017/4/9,13:35:58,Security reason
perturbation,2017/4/7,17:11:05,Passenger reason
perturbation,2017/4/5,8:42:21,Technique reason
perturbation,2017/4/3,18:36:55,Passenger reason
perturbation,2017/3/31,18:37:48,Passenger reason
perturbation,2017/3/30,22:28:30,Passenger reason
perturbation,2017/3/30,10:57:58,Security reason
perturbation,2017/3/29,14:53:54,Security reason
perturbation,2017/3/29,10:33:50,Security reason
perturbation,2017/3/28,19:31:55,Security reason
perturbation,2017/3/28,16:45:26,Passenger reason
perturbation,2017/3/28,12:24:05,Passenger reason
perturbation,2017/3/27,7:46:42,Passenger reason
perturbation,2017/3/25,9:01:12,Passenger reason
perturbation,2017/3/24,22:53:02,Passenger reason
perturbation,2017/3/24,21:32:41,Passenger reason
perturbation,2017/3/23,17:57:46,Passenger reason
perturbation,2017/3/21,11:13:39,Techique reason
perturbation,2017/3/20,8:48:55,Technique reason
perturbation,2017/3/18,7:50:55,Technique reason
perturbation,2017/3/16,20:48:03,Passenger reason
perturbation,2017/3/14,19:31:53,Techique reason
perturbation,2017/3/13,18:48:26,Technique reason
perturbation,2017/3/13,14:44:57,Security reason
perturbation,2017/3/13,14:12:29,Security reason
perturbation,2017/3/13,11:40:01,Security reason
perturbation,2017/3/13,7:58:07,Passenger reason
perturbation,2017/3/12,19:15:17,Security reason
perturbation,2017/3/12,5:51:40,Track construction
perturbation,2017/3/11,5:55:36,Technique reason
perturbation,2017/3/11,5:51:39,Technique reason
perturbation,2017/3/10,10:00:35,Security reason
perturbation,2017/3/10,8:59:27,Security reason
perturbation,2017/3/9,7:24:31,Technique reason
perturbation,2017/3/7,17:02:43,Techique reason
perturbation,2017/3/7,11:16:21,Passenger reason
perturbation,2017/3/7,9:53:42,Passenger reason
perturbation,2017/3/6,18:05:47,Technique reason
perturbation,2017/3/6,8:41:53,Passenger reason
perturbation,2017/3/5,15:45:12,there is no reason
perturbation,2017/3/4,14:35:20,Security reason
perturbation,2017/3/4,12:41:09,Security reason
perturbation,2017/3/4,6:58:01,Technique reason
perturbation,2017/2/28,20:39:36,Technique reason
perturbation,2017/2/28,9:05:19,Technique reason
perturbation,2017/2/28,7:59:48,Technique reason
perturbation,2017/2/27,17:59:27,Technique reason
