AccidentType,Date,Time,Reason
perturbation,2015/4/21,16:06:37,Security reason
perturbation,2015/4/17,21:00:41,Security reason
perturbation,2015/4/17,13:11:38,there is no reason
perturbation,2015/4/17,10:30:56,there is no reason
perturbation,2015/4/15,20:32:41,Security reason
perturbation,2015/4/15,19:17:18,Passenger reason
perturbation,2015/4/15,18:40:46,there is no reason
perturbation,2015/4/13,18:07:55,Passenger reason
perturbation,2015/4/10,8:42:55,there is no reason
perturbation,2015/4/10,8:02:54,Security reason
perturbation,2015/4/9,9:33:09,Passenger reason
perturbation,2015/4/8,15:08:58,Technique reason
perturbation,2015/4/7,13:02:25,Security reason
perturbation,2015/4/7,10:17:41,Technique reason
perturbation,2015/4/7,9:18:33,Passenger reason
perturbation,2015/4/3,16:32:44,Technique reason
perturbation,2015/4/1,12:02:58,Security reason
perturbation,2015/4/1,5:46:49,Techique reason
perturbation,2015/3/30,17:36:41,Security reason
perturbation,2015/3/30,17:19:11,Security reason
perturbation,2015/3/27,16:48:51,Security reason
perturbation,2015/3/26,7:27:14,Techique reason
perturbation,2015/3/25,15:15:04,Security reason
perturbation,2015/3/25,14:03:00,Security reason
perturbation,2015/3/24,21:34:24,there is no reason
perturbation,2015/3/21,8:39:53,Passenger reason
perturbation,2015/3/20,17:47:11,Technique reason
perturbation,2015/3/20,17:43:25,Passenger reason
perturbation,2015/3/19,16:48:53,Technique reason
perturbation,2015/3/19,7:30:10,Technique reason
perturbation,2015/3/17,14:10:56,Technique reason
perturbation,2015/3/16,11:32:43,Security reason
perturbation,2015/3/15,12:07:30,there is no reason
perturbation,2015/3/13,19:48:28,Security reason
perturbation,2015/3/13,15:23:53,Security reason
perturbation,2015/3/12,19:23:17,Technique reason
perturbation,2015/3/12,16:54:11,Technique reason
perturbation,2015/3/12,10:17:41,Passenger reason
perturbation,2015/3/12,5:31:40,Techique reason
perturbation,2015/3/11,12:33:43,Security reason
perturbation,2015/3/10,17:26:46,there is no reason
perturbation,2015/3/4,6:43:00,Passenger reason
perturbation,2015/3/3,18:26:35,Technique reason
perturbation,2015/3/2,8:36:34,Technique reason
perturbation,2015/2/27,6:33:51,Technique reason
perturbation,2015/2/25,6:55:00,Technique reason
perturbation,2015/2/24,20:47:38,Passenger reason
perturbation,2015/2/23,8:38:38,Passenger reason
perturbation,2015/2/22,18:23:52,Passenger reason
perturbation,2015/2/21,16:22:33,Technique reason
perturbation,2015/2/21,15:47:41,Technique reason
perturbation,2015/2/20,18:00:07,Techique reason
perturbation,2015/2/19,15:18:09,Technique reason
perturbation,2015/2/17,9:28:58,Technique reason
perturbation,2015/2/16,14:30:15,Passenger reason
perturbation,2015/2/15,17:58:54,Technique reason
perturbation,2015/2/15,17:13:48,there is no reason
perturbation,2015/2/14,18:39:57,Security reason
perturbation,2015/2/14,17:17:26,there is no reason
perturbation,2015/2/14,16:02:24,Security reason
perturbation,2015/2/14,14:49:35,Passenger reason
perturbation,2015/2/13,19:04:45,Security reason
perturbation,2015/2/13,18:06:20,Passenger reason
perturbation,2015/2/13,9:57:37,Passenger reason
perturbation,2015/2/12,20:16:24,Technique reason
perturbation,2015/2/12,10:09:08,Passenger reason
perturbation,2015/2/11,18:59:38,Technique reason
perturbation,2015/2/11,8:57:23,Technique reason
perturbation,2015/2/10,18:43:06,Passenger reason
perturbation,2015/2/9,8:55:40,Security reason
perturbation,2015/2/6,12:12:19,there is no reason
perturbation,2015/2/6,10:40:18,Security reason
perturbation,2015/2/6,5:57:41,Techique reason
perturbation,2015/2/3,20:17:09,Security reason
perturbation,2015/2/3,6:53:01,Technique reason
perturbation,2015/1/30,12:43:07,there is no reason
perturbation,2015/1/29,18:21:55,Techique reason
perturbation,2015/1/26,16:23:39,Passenger reason
perturbation,2015/1/24,13:11:33,Security reason
perturbation,2015/1/23,13:17:38,there is no reason
perturbation,2015/1/23,13:03:30,Passenger reason
perturbation,2015/1/22,16:04:11,Technique reason
perturbation,2015/1/19,13:37:58,Security reason
perturbation,2015/1/19,12:48:30,Security reason
perturbation,2015/1/17,13:13:56,Security reason
perturbation,2015/1/17,10:22:52,Security reason
perturbation,2015/1/16,12:17:36,there is no reason
perturbation,2015/1/16,11:35:31,Security reason
perturbation,2015/1/12,8:17:23,Security reason
perturbation,2015/1/11,19:34:19,there is no reason
perturbation,2015/1/10,20:22:47,there is no reason
perturbation,2015/1/10,16:52:00,Security reason
perturbation,2015/1/10,12:17:17,there is no reason
perturbation,2015/1/10,7:31:15,Security reason
perturbation,2015/1/9,18:39:32,Security reason
perturbation,2015/1/8,20:32:44,Security reason
perturbation,2015/1/8,13:17:57,Security reason
perturbation,2015/1/8,10:19:17,Security reason
perturbation,2015/1/8,10:12:00,Technique reason
perturbation,2015/1/7,10:25:21,Passenger reason
perturbation,2015/1/4,20:31:53,Security reason
perturbation,2014/12/28,12:04:42,there is no reason
perturbation,2014/12/27,16:37:09,Technique reason
perturbation,2014/12/27,10:27:02,there is no reason
perturbation,2014/12/26,7:45:05,there is no reason
perturbation,2014/12/25,16:53:40,there is no reason
perturbation,2014/12/25,16:53:01,Passenger reason
perturbation,2014/12/24,20:32:43,Passenger reason
perturbation,2014/12/22,7:27:34,Security reason
perturbation,2014/12/21,15:18:49,Security reason
perturbation,2014/12/19,20:11:22,there is no reason
perturbation,2014/12/19,18:31:31,there is no reason
perturbation,2014/12/19,15:33:48,Security reason
perturbation,2014/12/17,9:05:46,Technique reason
perturbation,2014/12/16,18:52:06,Passenger reason
perturbation,2014/12/15,9:28:48,Security reason
perturbation,2014/12/5,9:07:58,Passenger reason
perturbation,2014/12/5,8:16:36,Technique reason
perturbation,2014/12/3,7:26:06,Technique reason
perturbation,2014/12/2,12:15:03,Technique reason
perturbation,2014/12/1,18:46:04,Technique reason
perturbation,2014/12/1,17:18:15,Technique reason
perturbation,2014/12/1,9:03:17,Operation problem
perturbation,2014/11/30,9:24:01,Technique reason
perturbation,2014/11/29,5:51:28,Technique reason
perturbation,2014/11/28,11:17:16,there is no reason
perturbation,2014/11/28,8:58:13,Passenger reason
perturbation,2014/11/27,19:03:09,Passenger reason
perturbation,2014/11/23,13:50:48,Passenger reason
perturbation,2014/11/21,22:36:16,there is no reason
perturbation,2014/11/21,22:31:58,Security reason
perturbation,2014/11/21,22:28:36,Passenger reason
perturbation,2014/11/20,18:07:21,Techique reason
perturbation,2014/11/20,8:32:01,Passenger reason
perturbation,2014/11/19,5:32:30,Technique reason
perturbation,2014/11/18,11:50:17,Technique reason
perturbation,2014/11/17,11:32:31,Technique reason
perturbation,2014/11/15,9:27:04,Security reason
perturbation,2014/11/14,12:55:13,Passenger reason
perturbation,2014/11/14,8:09:57,there is no reason
perturbation,2014/11/13,19:01:25,Passenger reason
perturbation,2014/11/10,19:21:44,Techique reason
perturbation,2014/11/10,8:06:57,Security reason
perturbation,2014/11/7,12:52:20,there is no reason
perturbation,2014/11/7,7:18:36,Technique reason
perturbation,2014/11/6,5:49:36,Passenger reason
perturbation,2014/11/5,13:21:57,Passenger reason
perturbation,2014/11/2,17:16:48,Security reason
perturbation,2014/11/1,12:21:48,Passenger reason
perturbation,2014/10/31,13:02:26,Passenger reason
perturbation,2014/10/31,9:07:21,Passenger reason
perturbation,2014/10/30,10:17:40,Techique reason
perturbation,2014/10/28,12:47:12,there is no reason
perturbation,2014/10/24,18:05:29,Passenger reason
perturbation,2014/10/24,15:55:09,Security reason
perturbation,2014/10/23,10:32:40,Operation problem
perturbation,2014/10/23,7:46:51,Passenger reason
perturbation,2014/10/21,16:21:19,Track construction
perturbation,2014/10/21,16:19:48,Technique reason
perturbation,2014/10/21,11:03:30,Security reason
perturbation,2014/10/20,19:33:27,Technique reason
perturbation,2014/10/17,8:38:35,Techique reason
perturbation,2014/10/16,11:01:12,Security reason
perturbation,2014/10/16,10:57:00,Security reason
perturbation,2014/10/16,10:56:56,Security reason
perturbation,2014/10/15,18:09:24,there is no reason
perturbation,2014/10/15,12:16:10,there is no reason
perturbation,2014/10/15,11:41:02,Security reason
perturbation,2014/10/14,20:09:10,Passenger reason
perturbation,2014/10/14,14:47:43,Security reason
perturbation,2014/10/10,7:05:44,Technique reason
perturbation,2014/10/9,9:46:03,Techique reason
perturbation,2014/10/9,8:18:36,there is no reason
perturbation,2014/10/7,18:49:38,Security reason
perturbation,2014/10/7,17:38:15,Security reason
perturbation,2014/10/7,9:47:42,Passenger reason
perturbation,2014/10/6,11:00:16,there is no reason
perturbation,2014/10/6,7:17:27,Technique reason
perturbation,2014/9/24,17:50:12,Passenger reason
perturbation,2014/9/23,7:18:59,Social movement
perturbation,2014/9/16,8:28:00,Passenger reason
perturbation,2014/9/14,10:41:45,there is no reason
perturbation,2014/9/14,8:15:01,there is no reason
perturbation,2014/9/12,17:38:38,Security reason
perturbation,2014/9/12,13:18:11,there is no reason
perturbation,2014/9/10,19:03:34,Passenger reason
perturbation,2014/9/9,19:46:19,Security reason
perturbation,2014/9/9,19:28:32,Passenger reason
perturbation,2014/9/8,11:03:17,Passenger reason
perturbation,2014/9/7,16:40:45,Passenger reason
perturbation,2014/8/28,5:35:26,Security reason
perturbation,2014/8/23,11:46:54,Technique reason
perturbation,2014/8/22,16:17:44,there is no reason
perturbation,2014/8/22,14:32:04,Passenger reason
perturbation,2014/8/21,17:11:00,Security reason
perturbation,2014/8/21,17:07:29,Security reason
perturbation,2014/8/20,8:44:32,Technique reason
perturbation,2014/7/10,14:17:17,Security reason
perturbation,2014/7/10,8:50:49,Technique reason
perturbation,2014/7/9,9:17:31,Passenger reason
perturbation,2014/7/8,14:42:14,there is no reason
perturbation,2014/7/8,13:59:58,Passenger reason
perturbation,2014/7/3,19:18:48,there is no reason
perturbation,2014/7/3,9:12:38,there is no reason
perturbation,2014/7/2,18:26:10,there is no reason
perturbation,2014/7/2,14:10:01,Technique reason
perturbation,2014/6/24,17:15:32,Passenger reason
perturbation,2014/6/24,17:12:00,there is no reason
perturbation,2014/6/24,15:54:11,Passenger reason
perturbation,2014/6/23,10:50:01,Social movement
perturbation,2014/6/23,10:36:00,Social movement
perturbation,2014/6/23,10:34:03,Social movement
perturbation,2014/6/22,6:02:25,Social movement
perturbation,2014/6/22,6:01:18,Social movement
perturbation,2014/6/22,6:01:06,Social movement
perturbation,2014/6/21,19:32:22,Passenger reason
perturbation,2014/6/21,17:43:36,Social movement
perturbation,2014/6/21,10:18:37,Social movement
perturbation,2014/6/21,10:16:48,Social movement
perturbation,2014/6/20,14:56:49,Security reason
perturbation,2014/6/20,5:46:51,Social movement
perturbation,2014/6/20,5:37:35,Social movement
perturbation,2014/6/19,17:05:23,Passenger reason
perturbation,2014/6/19,6:14:29,Social movement
perturbation,2014/6/19,6:08:10,Social movement
perturbation,2014/6/18,9:05:27,Technique reason
perturbation,2014/6/18,6:02:04,Social movement
perturbation,2014/6/18,6:01:47,Social movement
perturbation,2014/6/17,7:30:51,Social movement
perturbation,2014/6/17,7:28:40,Social movement
perturbation,2014/6/16,6:02:39,Social movement
perturbation,2014/6/16,6:02:11,Social movement
perturbation,2014/6/15,6:43:26,Social movement
perturbation,2014/6/14,6:51:29,Social movement
perturbation,2014/6/13,6:19:59,Social movement
perturbation,2014/6/13,6:15:39,Social movement
perturbation,2014/6/12,6:32:03,Social movement
perturbation,2014/6/12,6:19:07,Social movement
perturbation,2014/6/11,7:50:22,Social movement
perturbation,2014/6/10,18:27:43,there is no reason
perturbation,2014/6/9,20:42:59,Technique reason
perturbation,2014/6/8,6:20:33,Technique reason
perturbation,2014/6/4,9:45:56,Security reason
perturbation,2014/5/26,9:09:10,Passenger reason
perturbation,2014/5/26,7:23:34,Techique reason
perturbation,2014/5/23,20:09:56,there is no reason
perturbation,2014/5/22,19:26:11,Security reason
perturbation,2014/5/22,13:43:55,there is no reason
perturbation,2014/5/20,8:39:47,there is no reason
perturbation,2014/5/19,18:19:01,Technique reason
perturbation,2014/5/13,20:23:53,Passenger reason
perturbation,2014/5/8,11:47:51,Passenger reason
perturbation,2014/5/2,12:02:45,there is no reason
perturbation,2014/5/2,10:55:49,there is no reason
perturbation,2014/4/30,9:41:06,Passenger reason
perturbation,2014/4/30,9:33:16,Passenger reason
perturbation,2014/4/29,19:54:12,there is no reason
perturbation,2014/4/28,18:03:53,Passenger reason
perturbation,2014/4/26,11:38:31,Technique reason
perturbation,2014/4/25,10:15:44,Passenger reason
perturbation,2014/4/24,18:01:22,Technique reason
perturbation,2014/4/23,13:44:52,Passenger reason
perturbation,2014/4/18,17:33:03,Passenger reason
perturbation,2014/4/17,15:37:44,there is no reason
perturbation,2014/4/15,18:18:32,Security reason
perturbation,2014/4/14,8:43:58,Security reason
perturbation,2014/4/9,6:03:50,Technique reason
perturbation,2014/4/8,10:18:42,Passenger reason
perturbation,2014/4/8,9:38:15,there is no reason
perturbation,2014/4/8,6:53:43,Technique reason
perturbation,2014/4/8,6:51:46,Technique reason
perturbation,2014/4/7,12:54:35,Technique reason
perturbation,2014/4/7,10:45:37,Technique reason
perturbation,2014/4/6,17:55:39,there is no reason
perturbation,2014/4/5,15:10:38,Security reason
perturbation,2014/4/4,17:09:33,Passenger reason
perturbation,2014/4/3,16:50:31,Technique reason
perturbation,2014/4/3,16:49:53,Technique reason
perturbation,2014/4/3,9:57:02,there is no reason
perturbation,2014/4/3,9:32:14,Passenger reason
perturbation,2014/4/3,9:23:39,Passenger reason
perturbation,2014/4/3,8:19:53,Technique reason
perturbation,2014/4/2,9:11:17,Security reason
perturbation,2014/4/1,18:31:49,there is no reason
perturbation,2014/4/1,8:31:15,Passenger reason
perturbation,2014/3/31,18:02:02,Passenger reason
perturbation,2014/3/30,9:56:33,there is no reason
perturbation,2014/3/27,17:20:48,Technique reason
perturbation,2014/3/27,16:13:56,Technique reason
perturbation,2014/3/26,15:17:44,there is no reason
perturbation,2014/3/26,8:34:45,Security reason
perturbation,2014/3/25,18:58:00,there is no reason
perturbation,2014/3/25,6:21:38,Technique reason
perturbation,2014/3/23,19:10:40,there is no reason
perturbation,2014/3/19,17:32:53,Passenger reason
perturbation,2014/3/19,16:49:51,Technique reason
perturbation,2014/3/19,7:19:47,Techique reason
perturbation,2014/3/17,11:16:32,there is no reason
perturbation,2014/3/17,10:35:59,Passenger reason
perturbation,2014/3/15,13:18:30,Security reason
perturbation,2014/3/15,12:52:23,Security reason
perturbation,2014/3/13,8:02:28,Technique reason
perturbation,2014/3/11,9:43:41,Technique reason
perturbation,2014/3/10,20:44:41,Techique reason
perturbation,2014/3/8,16:39:49,Security reason
perturbation,2014/3/5,19:09:06,Technique reason
perturbation,2014/3/4,9:12:06,there is no reason
perturbation,2014/3/3,6:11:36,Security reason
perturbation,2014/2/28,17:33:31,Passenger reason
perturbation,2014/2/27,13:02:33,Technique reason
perturbation,2014/2/27,8:43:10,Passenger reason
perturbation,2014/2/14,19:04:06,Technique reason
perturbation,2014/2/12,13:59:05,Technique reason
perturbation,2014/2/11,18:17:07,Passenger reason
perturbation,2014/2/5,7:05:06,Techique reason
perturbation,2014/2/3,6:12:41,there is no reason
perturbation,2014/2/1,18:28:43,there is no reason
perturbation,2014/2/1,17:10:16,Security reason
perturbation,2014/1/31,13:50:39,there is no reason
perturbation,2014/1/31,12:31:48,there is no reason
perturbation,2014/1/31,10:52:35,Passenger reason
perturbation,2014/1/29,20:35:42,Security reason
perturbation,2014/1/29,12:20:34,Security reason
perturbation,2014/1/29,10:47:19,there is no reason
perturbation,2014/1/29,6:56:39,Techique reason
perturbation,2014/1/28,16:59:11,Security reason
perturbation,2014/1/28,9:51:58,Technique reason
perturbation,2014/1/24,7:58:41,Techique reason
perturbation,2014/1/24,7:19:58,Technique reason
perturbation,2014/1/24,6:19:44,Technique reason
perturbation,2014/1/23,18:33:15,Security reason
perturbation,2014/1/22,16:24:03,Technique reason
perturbation,2014/1/21,18:23:10,Technique reason
perturbation,2014/1/21,9:53:01,Technique reason
perturbation,2014/1/21,7:15:01,Techique reason
perturbation,2014/1/17,8:58:03,Technique reason
perturbation,2014/1/16,19:09:41,Security reason
perturbation,2014/1/15,18:24:11,Technique reason
perturbation,2014/1/15,16:51:02,Technique reason
perturbation,2014/1/15,16:39:11,Technique reason
perturbation,2014/1/15,8:30:15,Security reason
perturbation,2014/1/14,9:59:11,Passenger reason
perturbation,2014/1/13,11:49:55,there is no reason
perturbation,2014/1/10,19:15:23,Passenger reason
perturbation,2014/1/10,8:34:10,Security reason
perturbation,2014/1/9,8:39:14,Technique reason
perturbation,2014/1/7,17:16:54,Techique reason
perturbation,2014/1/5,11:12:58,Passenger reason
perturbation,2014/1/4,18:34:01,Passenger reason
perturbation,2014/1/4,18:05:09,Passenger reason
perturbation,2014/1/4,16:54:53,Passenger reason
perturbation,2014/1/3,8:47:16,Passenger reason
perturbation,2014/1/2,12:21:02,Security reason
perturbation,2013/12/24,12:12:51,Technique reason
perturbation,2013/12/21,6:17:33,Passenger reason
perturbation,2013/12/17,18:38:52,Passenger reason
perturbation,2013/12/17,18:36:15,there is no reason
perturbation,2013/12/17,17:42:29,Passenger reason
perturbation,2013/12/15,20:45:12,Passenger reason
perturbation,2013/12/14,18:55:26,Technique reason
perturbation,2013/12/13,8:54:14,Techique reason
perturbation,2013/12/12,14:56:58,Security reason
perturbation,2013/12/12,5:44:52,Social movement
perturbation,2013/12/9,8:58:03,Technique reason
perturbation,2013/12/6,15:33:20,Technique reason
perturbation,2013/12/5,9:11:24,Passenger reason
perturbation,2013/12/3,18:49:32,Passenger reason
perturbation,2013/12/2,17:28:40,there is no reason
perturbation,2013/12/2,11:04:00,there is no reason
perturbation,2013/11/29,15:49:30,Passenger reason
perturbation,2013/11/29,8:20:30,Technique reason
perturbation,2013/11/28,19:04:31,Security reason
perturbation,2013/11/28,17:35:29,Passenger reason
perturbation,2013/11/26,8:05:37,Security reason
perturbation,2013/11/23,15:14:22,there is no reason
perturbation,2013/11/23,12:39:12,there is no reason
perturbation,2013/11/21,19:26:42,there is no reason
perturbation,2013/11/21,9:03:39,Passenger reason
perturbation,2013/11/20,7:25:50,Technique reason
perturbation,2013/11/19,19:36:37,there is no reason
perturbation,2013/11/19,18:22:23,Security reason
perturbation,2013/11/18,17:15:18,Technique reason
perturbation,2013/11/18,16:08:49,Passenger reason
perturbation,2013/11/18,7:18:49,Passenger reason
perturbation,2013/11/15,11:21:26,there is no reason
perturbation,2013/11/14,10:16:32,Security reason
perturbation,2013/11/13,6:35:40,Techique reason
perturbation,2013/11/12,8:15:28,Technique reason
perturbation,2013/11/11,18:12:51,there is no reason
perturbation,2013/11/11,17:36:37,Passenger reason
perturbation,2013/11/10,15:05:17,Security reason
perturbation,2013/11/9,14:10:47,Passenger reason
perturbation,2013/11/8,19:38:34,Passenger reason
perturbation,2013/11/8,10:30:21,Security reason
perturbation,2013/11/8,9:01:37,Technique reason
perturbation,2013/11/8,5:46:08,there is no reason
perturbation,2013/11/7,7:15:46,Technique reason
perturbation,2013/11/6,11:42:36,Passenger reason
perturbation,2013/11/5,13:34:27,Technique reason
perturbation,2013/11/4,7:20:37,Passenger reason
perturbation,2013/11/2,20:46:22,Passenger reason
perturbation,2013/11/2,20:42:23,there is no reason
perturbation,2013/11/2,10:25:22,there is no reason
perturbation,2013/11/2,10:08:18,Security reason
perturbation,2013/11/1,18:45:55,Passenger reason
perturbation,2013/10/31,7:19:02,there is no reason
perturbation,2013/10/30,11:22:23,Techique reason
perturbation,2013/10/29,19:32:35,Techique reason
perturbation,2013/10/29,18:07:41,Techique reason
perturbation,2013/10/29,12:30:27,there is no reason
perturbation,2013/10/28,12:06:29,there is no reason
perturbation,2013/10/28,11:36:27,there is no reason
perturbation,2013/10/28,11:13:24,there is no reason
perturbation,2013/10/28,7:27:55,Techique reason
perturbation,2013/10/25,13:13:29,Technique reason
perturbation,2013/10/25,6:41:20,Technique reason
perturbation,2013/10/22,9:54:40,Technique reason
perturbation,2013/10/22,7:22:46,Technique reason
perturbation,2013/10/20,14:43:07,there is no reason
perturbation,2013/10/16,18:17:39,Passenger reason
perturbation,2013/10/15,18:02:33,Passenger reason
perturbation,2013/10/15,17:56:33,there is no reason
perturbation,2013/10/15,17:14:18,Passenger reason
perturbation,2013/10/15,15:34:38,there is no reason
perturbation,2013/10/15,14:39:15,Passenger reason
perturbation,2013/10/15,8:02:15,Technique reason
perturbation,2013/10/15,7:05:55,Techique reason
perturbation,2013/10/11,11:34:39,there is no reason
perturbation,2013/10/5,20:09:14,Security reason
perturbation,2013/10/4,17:57:27,Passenger reason
perturbation,2013/10/4,8:47:44,Technique reason
perturbation,2013/10/4,6:13:04,Technique reason
perturbation,2013/10/3,7:59:10,Techique reason
perturbation,2013/10/2,8:37:55,Technique reason
perturbation,2013/10/1,17:22:19,Techique reason
perturbation,2013/9/28,17:22:37,Security reason
perturbation,2013/9/26,18:24:11,Technique reason
perturbation,2013/9/25,18:19:43,Technique reason
perturbation,2013/9/24,18:09:25,Passenger reason
perturbation,2013/9/24,15:38:07,Security reason
perturbation,2013/9/23,19:29:52,Security reason
perturbation,2013/9/22,16:28:35,there is no reason
perturbation,2013/9/22,16:12:52,Security reason
perturbation,2013/9/21,14:27:58,Technique reason
perturbation,2013/9/20,7:44:22,Technique reason
perturbation,2013/9/19,7:28:05,Techique reason
perturbation,2013/9/14,18:54:08,Technique reason
perturbation,2013/9/13,12:39:47,Security reason
perturbation,2013/9/12,18:21:11,Techique reason
perturbation,2013/9/12,14:43:56,there is no reason
perturbation,2013/9/6,13:40:06,Techique reason
perturbation,2013/9/6,8:33:02,Techique reason
perturbation,2013/9/6,7:42:59,Techique reason
perturbation,2013/9/5,18:36:26,Techique reason
perturbation,2013/9/5,9:13:26,Passenger reason
perturbation,2013/9/4,18:19:46,there is no reason
perturbation,2013/9/4,17:56:39,Security reason
perturbation,2013/9/4,17:30:40,Security reason
perturbation,2013/9/2,19:14:59,Passenger reason
perturbation,2013/9/2,17:47:44,Security reason
perturbation,2013/9/2,12:03:52,Technique reason
perturbation,2013/9/1,15:47:37,Technique reason
perturbation,2013/8/27,18:24:50,Security reason
perturbation,2013/8/27,16:19:03,Techique reason
perturbation,2013/8/26,20:14:44,there is no reason
perturbation,2013/8/26,19:26:58,Security reason
perturbation,2013/8/23,20:04:46,Passenger reason
perturbation,2013/8/20,18:35:07,Passenger reason
perturbation,2013/8/19,13:36:44,Security reason
perturbation,2013/8/19,8:04:33,Techique reason
perturbation,2013/8/17,16:19:55,Track construction
perturbation,2013/8/16,12:04:06,Track construction
perturbation,2013/8/15,19:55:46,Technique reason
perturbation,2013/8/15,19:13:50,Technique reason
perturbation,2013/8/7,7:37:43,Technique reason
perturbation,2013/8/4,16:32:34,Passenger reason
perturbation,2013/7/23,17:15:47,Weather reason
perturbation,2013/7/23,14:39:55,Weather reason
perturbation,2013/7/21,14:08:47,Weather reason
perturbation,2013/7/17,8:46:45,there is no reason
perturbation,2013/7/16,19:10:52,there is no reason
perturbation,2013/7/15,8:19:04,Passenger reason
perturbation,2013/7/13,12:02:56,Track construction
perturbation,2013/7/11,20:10:30,there is no reason
perturbation,2013/7/11,19:13:35,Passenger reason
perturbation,2013/7/7,19:09:12,Security reason
perturbation,2013/7/6,14:59:13,there is no reason
perturbation,2013/7/5,6:08:46,there is no reason
perturbation,2013/7/4,9:34:12,Passenger reason
perturbation,2013/7/2,19:24:31,Security reason
perturbation,2013/7/2,18:33:54,Security reason
perturbation,2013/7/2,5:31:19,Technique reason
perturbation,2013/6/26,14:19:25,Security reason
perturbation,2013/6/25,6:43:17,Technique reason
perturbation,2013/6/21,17:39:04,Technique reason
perturbation,2013/6/21,10:19:25,there is no reason
perturbation,2013/6/21,9:07:51,Technique reason
perturbation,2013/6/20,19:12:25,Passenger reason
perturbation,2013/6/20,8:25:17,Techique reason
perturbation,2013/6/19,18:24:20,Weather reason
perturbation,2013/6/18,20:10:17,Technique reason
perturbation,2013/6/18,9:37:18,Security reason
perturbation,2013/6/17,8:00:22,Technique reason
perturbation,2013/6/15,19:23:22,Security reason
perturbation,2013/6/15,17:21:16,Security reason
perturbation,2013/6/13,14:17:36,there is no reason
perturbation,2013/6/13,8:06:55,Social movement
perturbation,2013/6/11,18:44:51,Technique reason
perturbation,2013/6/11,11:05:57,Security reason
perturbation,2013/6/7,14:18:42,Security reason
perturbation,2013/6/6,15:38:44,there is no reason
perturbation,2013/6/4,18:06:36,there is no reason
perturbation,2013/6/4,16:54:47,Passenger reason
perturbation,2013/6/3,6:02:42,there is no reason
perturbation,2013/5/27,17:44:54,Security reason
perturbation,2013/5/22,19:37:24,Passenger reason
perturbation,2013/5/22,19:36:52,there is no reason
perturbation,2013/5/22,17:24:27,Passenger reason
perturbation,2013/5/21,15:01:39,Technique reason
perturbation,2013/5/21,13:37:52,Technique reason
perturbation,2013/5/18,20:14:05,Passenger reason
perturbation,2013/5/18,16:11:00,Passenger reason
perturbation,2013/5/16,19:53:58,there is no reason
perturbation,2013/5/16,17:34:44,Passenger reason
perturbation,2013/5/16,8:57:39,Technique reason
perturbation,2013/5/16,7:52:40,Technique reason
perturbation,2013/5/14,7:27:12,Technique reason
perturbation,2013/5/8,7:57:45,Technique reason
perturbation,2013/5/6,7:31:44,Security reason
perturbation,2013/5/2,12:39:01,Security reason
perturbation,2013/4/30,13:21:03,Security reason
perturbation,2013/4/29,15:12:57,Security reason
perturbation,2013/4/29,11:59:00,Security reason
perturbation,2013/4/25,13:15:34,Security reason
perturbation,2013/4/25,12:04:34,Passenger reason
perturbation,2013/4/22,19:57:35,Security reason
perturbation,2013/4/19,17:41:44,Passenger reason
perturbation,2013/4/19,12:44:58,there is no reason
perturbation,2013/4/18,12:25:56,there is no reason
perturbation,2013/4/18,12:02:59,Passenger reason
perturbation,2013/4/17,17:33:54,Technique reason
perturbation,2013/4/16,14:05:04,there is no reason
perturbation,2013/4/9,18:04:46,Passenger reason
perturbation,2013/4/5,10:21:23,Techique reason
perturbation,2013/4/3,8:29:44,Technique reason
perturbation,2013/4/2,19:32:49,Technique reason
perturbation,2013/4/2,11:32:18,Technique reason
perturbation,2013/3/26,18:13:05,Technique reason
perturbation,2013/3/20,19:47:18,Passenger reason
perturbation,2013/3/19,14:24:11,Security reason
perturbation,2013/3/15,17:18:00,Passenger reason
perturbation,2013/3/15,10:38:04,Technique reason
perturbation,2013/3/14,7:17:15,Weather reason
perturbation,2013/3/13,5:51:58,Weather reason
perturbation,2013/3/12,17:30:18,Weather reason
perturbation,2013/3/8,7:29:09,Technique reason
perturbation,2013/3/7,8:24:56,Technique reason
perturbation,2013/3/5,16:09:12,there is no reason
perturbation,2013/3/3,6:26:57,Passenger reason
perturbation,2013/3/1,5:43:03,Techique reason
perturbation,2013/2/28,8:56:55,Technique reason
perturbation,2013/2/27,18:56:14,Security reason
perturbation,2013/2/21,19:39:05,Technique reason
perturbation,2013/2/21,14:30:13,Security reason
perturbation,2013/2/20,16:22:07,Passenger reason
perturbation,2013/2/19,19:15:21,Techique reason
perturbation,2013/2/19,8:22:38,Passenger reason
perturbation,2013/2/15,15:49:20,Passenger reason
perturbation,2013/2/15,13:27:12,Security reason
perturbation,2013/2/14,18:21:58,Technique reason
perturbation,2013/2/14,16:28:56,Technique reason
perturbation,2013/2/14,13:38:06,Technique reason
perturbation,2013/2/14,7:52:36,Weather reason
perturbation,2013/2/13,9:16:36,Techique reason
perturbation,2013/2/11,9:18:09,there is no reason
perturbation,2013/2/10,17:59:03,Techique reason
perturbation,2013/2/1,15:05:38,Passenger reason
perturbation,2013/1/30,13:05:21,Passenger reason
perturbation,2013/1/29,15:15:31,Security reason
perturbation,2013/1/24,13:49:21,Technique reason
perturbation,2013/1/21,7:35:26,Technique reason
perturbation,2013/1/20,12:58:13,Weather reason
perturbation,2013/1/20,12:13:11,Weather reason
